,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9511,7522907,710,SAF8071,8071,2016-09-07,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp,National,Storerooms and classrooms were torched during two days of protests at Joe Slovo High School in Khayelitsha. Police were called in and fired rubber bullets.,0,1611019297,ZAF
9513,8553781,710,SAF8073,8073,2016-09-07,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,GroundUp,National,"Zimbane campus and Cicirha main campus, both in Mthatha, joined the protest. Groups from different campuses gathered outside the main campus throwing stones and demanding those inside the campus leave. Police also used rubber bullets to disperse the crowd.",0,1632239612,ZAF
9514,5300212,710,SAF8064,8064,2016-09-06,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,GroundUp,National,Student protesters brought an early end to the hearings of the Fees Commission as students occupied the Cape Town Centre for the Book during a university fees meeting.,0,1561469250,ZAF
9516,7523057,710,SAF8066,8066,2016-09-06,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp,National,Storerooms and classrooms were torched during two days of protests at Joe Slovo High School in Khayelitsha. Police were called in and fired rubber bullets.,0,1611019297,ZAF
9517,8009320,710,SAF8068,8068,2016-09-06,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,African News Agency,National,Roads were closed off in Pietermaritzburg when about 70 students protested while about 200 students set alight six vehicles and burnt the building's senate chambers. police had to use rubber bullets to disperse the protesters in Pietermaritzburg.,0,1622068027,ZAF
9518,8009321,710,SAF8065,8065,2016-09-06,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,African News Agency,National,About 250 students participated in the protests at Howard College. A group of students protested inside the campus throwing stones at the police. They also burnt campus property including a Law Library. They threw stones at the police. Police had to use rubber bullets to disperse them,0,1622068027,ZAF
9519,8009322,710,SAF8069,8069,2016-09-06,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,African News Agency; News24 (South Africa),National,"About 50 participated in the protests at the Westville campus. Students, university security and police engaged in running battles at the Howard College, Pietermaritzburg and Westville campuses.",0,1622068027,ZAF
9521,8009323,710,SAF8056,8056,2016-09-05,2016,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Pretoria News,National,There were protests at the universities Howard College campus in Durban in ongoing protests. At the protests police arrested 13 students.,0,1622068027,ZAF
9522,8009324,710,SAF8061,8061,2016-09-05,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Pretoria News,National,"There were protests at the universities Pietermaritzburg campus, as well as protests at the universities Howard College campus in Durban in ongoing protests.",0,1622068027,ZAF
9523,8009325,710,SAF8057,8057,2016-09-05,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Greyville,-29.8474,31.013,1,Mercury (South Africa),National,"Between 150 and 200 pupils gathered outside the Sastri College in Greyville, Durban to express their unhappiness with the schools rules pertaining to hair.",0,1622068027,ZAF
9524,8009326,710,SAF8063,8063,2016-09-05,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,Pretoria News; News24 (South Africa),National,"Six vehicles were torched and a building gutted by fire on UKZNs Westville campus in ongoing protest action in KZN. Protesters also threw stones at the police, vandalised the centre management office using stones and blocked the road",0,1622068027,ZAF
9533,7522884,710,SAF8050,8050,2016-09-02,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Newlands,-33.9785,18.4481,1,GroundUp,National,More than 100 pupils from various high schools in Cape Town protested at Sans Souci Girls High School after first joining countrywide protests against discriminatory school policies on Thursday.,0,1611019297,ZAF
9534,4794572,710,SAF8047,8047,2016-09-01,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch (South Africa),National,The Fees Commission hearing held at East London City Hall had to be suspended after angry students who stormed the venue in protest.,0,1552577181,ZAF
9536,7522912,710,SAF8048,8048,2016-09-01,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Newlands,-33.9785,18.4481,1,GroundUp,National,Dozens of learners at Sans Souci High School in Cape Towns southern suburbs (Newlands) protested in the school grounds against what a student described as the racist tendencies of the school authorities.,0,1611019297,ZAF
9538,7212868,710,SAF8041,8041,2016-08-31,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Free State,Mangaung,Mangaung,Bloemfontein,-29.1333,26.2,1,News24 (South Africa),National,A group of students at the University of Free State (Bloemfontein) protested and voiced their frustrations with the SRC for prioritising race over women's issues.,0,1600121126,ZAF
9540,8009330,710,SAF8042,8042,2016-08-31,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Clare Estate,-29.8176,30.9699,1,Daily News (South Africa),National,"Protesters, believed to be University of KwaZulu-Natal students, stoned cars and barricaded a major thoroughfare in Clare Estate, Durban.",0,1622068027,ZAF
9541,8559525,710,SAF8044,8044,2016-08-31,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,Nyandeni,Libode,-31.5433,29.0164,1,Daily Dispatch (South Africa),National,"A school in the OR Tambo district has been torched - this time the Chief Henry Bokleni (CHB) High School near Libode was set alight. It is not clear who set fire to the school this time around, community members suspected it was some pupils because the fire had started shortly after they had staged a protest.",0,1632244575,ZAF
9542,8559526,710,SAF8040,8040,2016-08-31,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Alice,-32.7875,26.8344,1,GroundUp,National,"Chaos erupted at Lovedale TVET College as angry students at the Alice campus damaged property, blocked the road for passing cars and attempted to burn their campus. Police fired rubber bullets to disperse the protesters.",0,1632244575,ZAF
9547,8009332,710,SAF8033,8033,2016-08-30,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Mercury (South Africa),National,"At Howard College campus in Durban, student protests continued over fee increases.",0,1622068027,ZAF
9549,8559528,710,SAF8034,8034,2016-08-30,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,Nyandeni,Ntibane,-31.7939,29.1584,1,Daily Dispatch (South Africa),National,"Angry Grade 12 pupils from Nogemane Senior Secondary School in Ntibane Village, Ngqeleni, set a block of classrooms alight demanding that the school fund a farewell ceremony for them.",0,1632244575,ZAF
9550,8559529,710,SAF8035,8035,2016-08-30,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,Nyandeni,Ntsundwane,-31.7666,29.2121,1,Daily Dispatch (South Africa),National,"At Sandi Senior Secondary School in Ntsundwana Village, pupils could not write their trial exams as a strike continued. Pupils there also went on a rampage and burnt some classrooms, while others were chased away by locals who had accused them of instigating the strike.",0,1632244575,ZAF
9560,6269079,710,SAF8023,8023,2016-08-25,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,Eden,George,George,-33.9667,22.45,1,Herald (South Africa),National,"While normality returned to Nelson Mandela Metropolitan University (NMMU) campuses in Port Elizabeth, its George campus was hit by an unexpected protest.",0,1572403720,ZAF
9561,8070231,710,SAF8024,8024,2016-08-25,2016,1,Riots,Mob violence,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Alfred Nzo,Umzimvubu,eMaXesibeni,-30.8082,29.3664,1,Daily Dispatch (South Africa),National,Villagers pelted police with stones and damaged police vehicles while police responded with rubber bullets. 16 were arrested while 1 students was killed in Mount Ayliff.,1,1623708354,ZAF
9579,4796965,710,SAF7997,7997,2016-08-19,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,GroundUp,National,Protests started at the Buffalo City campus in East London with students protesting over fees.,0,1552577184,ZAF
9580,5300169,710,SAF7998,7998,2016-08-19,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,Amathole,Mnquma,Ibika,-32.2969,28.2177,1,News24 (South Africa),National,Students at Walter Sisulu Universitys Bika campus participated in a blockade of the N2 during which motor vehicles were pelted with stones. Ten students were arrested during a protest.,0,1561469249,ZAF
9582,8009342,710,SAF8004,8004,2016-08-19,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,GroundUp,National,Lectures were suspended after protests at the UKZNs Westville campuses in ongoing student protests over fees.,0,1622068027,ZAF
9589,8009345,710,SAF7996,7996,2016-08-18,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Westville,-29.8333,30.9333,1,GroundUp,National,Lectures were also suspended after protests at the UKZNs Westville campuses in ongoing student protests over fees.,0,1622068027,ZAF
9590,8009346,710,SAF7995,7995,2016-08-18,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,Two students were arrested as protests continued on UKZNs Pietermaritzburg campus.,0,1622068027,ZAF
9591,8553801,710,SAF7993,7993,2016-08-18,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,Herald (South Africa); GroundUp,Subnational-National,"Hundreds of Walter Sisulu University students in Mthatha, blocked the N2. Some threw stones at passing cars. The students were demanding answers to concerns they have about their university fees. Police fired teargas to disperse them.",0,1632239612,ZAF
9595,7525162,710,SAF7985,7985,2016-08-17,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Pretoria News,Subnational,A large crowd of Wits University students marched silently through the institutions grounds in solidarity with victims of gender violence on campus and beyond. The event marked the 10th anniversary of the Silent Protest March which was started at Rhodes University.,0,1611019303,ZAF
9596,8009347,710,SAF7989,7989,2016-08-17,2016,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"In a fourth day of protest action, police and security guards fired paintball and rubber bullets at protesting students at the University of KwaZulu-Natals Pietermaritzburg campus.",0,1622068027,ZAF
9598,8553802,710,SAF7988,7988,2016-08-17,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Mthatha,-31.5889,28.7844,1,Daily Dispatch (South Africa),National,Students shut Walter Sisulu Universitys Nelson Mandela Drive campus in Mthatha in protest.,0,1632239612,ZAF
9603,8009349,710,SAF7980,7980,2016-08-16,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,Student protest entered their third day at the University of KwaZulu-Natals Pietermaritzburg campus.,0,1622068027,ZAF
9615,8009355,710,SAF7974,7974,2016-08-15,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Umlazi,-29.9667,30.8833,1,Herald (South Africa),National,Mangosuthu University of Technology in Durban after sporadic student protests against the increase in fees.,0,1622068027,ZAF
9616,8009356,710,SAF7972,7972,2016-08-15,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Civilians (South Africa),Students (South Africa),7,57,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"In a second day of protests, the Pietermaritzburg UKZN campus was closed on Monday and will remain closed on Tuesday in the wake of student protests over possible fee increases. A student was reportedly assaulted during the protests.",0,1622068027,ZAF
9619,8009358,710,SAF7964,7964,2016-08-14,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,Student protest erupted at the University of KwaZulu-Natals Pietermaritzburg campus over fee increases.,0,1622068027,ZAF
9628,8559539,710,SAF7958,7958,2016-08-11,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,Nyandeni,Libode,-31.5433,29.0164,1,GroundUp,National,"Students in Libode near Port St Johns burnt down classrooms and two storerooms, and removed taps from water tanks at Mhlanganisweni Technical & Commercial High School yesterday. They were protesting against the Eastern Cape Department of Education.",0,1632244575,ZAF
9636,8566574,710,SAF7947,7947,2016-08-08,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Mercury (South Africa),National,"At Rhodes University in Grahamstown, a group of student activists protest the arrival of Higher Education and Training Deputy Minister Mduduzi Manana and barred him from the institution.",0,1632782396,ZAF
9654,7527309,710,SAF7928,7928,2016-07-28,2016,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Braamfontein,-26.1982,28.0219,1,Star (South Africa),National,Two students who were part of a group protesting against accommodation fees in Braamfontein sustained injuries to their heads after being hit by rubber bullets.,0,1611019334,ZAF
9742,8646132,710,SAF7844,7844,2016-07-01,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Civilians (South Africa),Labour Group (South Africa),7,57,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,City of Mbombela,Mbombela,-25.4667,30.9667,1,Sowetan (South Africa),National,"On 1 July 2016, Ehlanzeni Technical Vocational Education and Training (TVET) College students staged a sit-in and burnt part of the institution's offices in Nelspruit (Ehlanzeni, Mpumalanga) in a demonstration to demand transportation, food and accommodation money. [size=no report]",0,1637024694,ZAF
9785,7521810,710,SAF7801,7801,2016-06-20,2016,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Crawford,-33.9786,18.5041,1,Cape Times,Subnational,"Police are investigating a case of arson after disgruntled nursing students at the College of Cape Towns campus in Crawford set parts of the institutions building on fire in protest. A group of PHC students threw stones, vandalised windows, burnt dustbins and set some parts of nursing building on fire.",0,1611019293,ZAF
9871,8559582,710,SAF7721,7721,2016-05-31,2016,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,O.R.Tambo,King Sabata Dalindyebo,Maqomeni,-31.906,28.6426,1,Daily Dispatch (South Africa),National,Classes came to a halt at a rural school ain Maqomeni s nearly a thousand enraged pupils and their parents protested outside the gates for a proper building.,0,1632244576,ZAF
